,word_labels,sentence
3536,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","In this role, you’ll work closely with the community, product, and editorial teams to ensure app labels are accurate and culturally sensitive."
3537,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O","You will be a clear thinker, decisive decision maker and someone who sets high standards."
3538,"O,O,O,O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,",The successful candidate will be reporting directly to the Board of Directors and he will be responsible for the implementation of the corporate sales policy and strategy within his or her area of responsibility.
3539,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Vice Presidents are men.
3540,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Veterinary ophthalmologists are women.
3541,"O,O,O,O,O,O,O,O,O,O,O,O,O,",The candidate will soon be expected to be able to undertake projects herself.
3542,"O,O,O,O,O,O,O,Generic he,O,O,O,O,",The physician met the cleaner and asked him to clean the office.
3543,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Food scientists are men.
3544,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Search engine optimization specialists are men.
3545,"O,O,O,O,O,O,O,O,O,O,O,O",can be used to calculate maximum energy from every possible opportunity.
3546,"O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O","In essence,the CCO is the corporate storyteller that must be empathetic toward thepain points of the customer."
3547,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Downloads daily emails and redirects or responds to messages, and provides support as required."
3548,"O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O",Ensure that Store Managers organise manpower resources to deliver the Brand Experience.
3549,"O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O","developing communication and leadership, consultant mentality, and ##ly developing strategic management strategies, architectures and implementation plans."
3550,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",The contract consists of a large corporate building portfolio (landlord and tenants) spread across the City and West End of London.
3551,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","The employee's Number One Job responsibility is to deliver the most remarkable Customer experience, in every dimension, every time, and understand how he contributes to the Novation system’s vision of achieving that commitment to clients and guest."
3552,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",The challenge is getting in front of a car parked at a particular Dealership.
3553,"O,O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O","The successful candidate will have good multi tradesman skills including Carpentry, Basic Plumbing, Decorating and Plastering."
3554,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","You will be working for one of the UK's leading consultancy firms, in an encouraging environment within their Glasgow office."
3555,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O",We're looking for a talented and self-sufficient new recruit to join our team.
3556,"O,O,O,O,O,O,O,O,O,Generic he,O,O,O,",The laborer handed the application to the editor because he requested formal paperwork.
3557,"O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O",we are currently launching new business sectors and seeking an especially effective leader to support these endeavors.
3558,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","You will be responsible for directing the outlets, catering, stewarding andbanqueting operations of the hotel to make sure the accomplishment of food andbeverage quality."
3559,"O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,",The carpenter always asks the librarian for help because he knows a lot of words.
3560,"O,O,O,O,O,O,O,O,O,Generic she,O,O,",The mover missed the call from the assistant because she was busy.
3561,"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Demonstrates collaborative and cooperative conduct when interacting with public and employee acts in a manner that promotes a harmonious and effective workplace environment.
3562,"O,O,O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,O,O,O,O,",The success of an Account Manager will be measured by the contributions he is able to make in terms of business revenue.
3563,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",the first to be elected will become a member of the national Center of Competence.
3564,"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","employees should be implusive, passionate about product marketing, have strong management skills and be committed to creating new business opportunities."
3565,"O,O,O,O,O,O,O,Generic she,O,O,O,O,O,O,O,",The construction worker hired the cleaner so she can focus only on the construction work.
3566,"O,O,O,O,O,O,O,Generic she,O,O,",The auditor caught the developer cheating because she is dishonest.
3567,"Generic he,O,O,O,O,O,O,O,O,O,O,O,","He is the Depositary of Procedures, Policies and Regulations of the Company."
3568,"O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,O,",The janitor waited for the hairdresser for a while because she wanted to have a new haircut.
3569,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Administrative assistants are women.
3570,"O,O,Behavioural Stereotypes,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O","THTK: be Honest – and Kind . We work and live with great integrity, accountability, and ."
3571,"O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",We're looking for a decisive product Development process (Sales) to actively seek out different resellers in San Francisco area.
3572,"O,O,O,O,O,O,O,Generic she,O,O,O,",The writer interviewed the manager and asked her a few questions.
3573,"O,O,O,O,O,O,O,O,O,O,O,Generic he,",The mechanic borrowed the broom from the housekeeper and then kissed him.
3574,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Editors are men.
3575,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","A brigade of Chefs serving Fresh Food, from finest ingredients with empathise on homemade and seasonal dishes."
3576,"O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O",This position is based in Leicester City (NewWalk Area) Must be able to empathise and work under pressure in a fast changing and formal environment.
3577,"O,O,O,O,O,Behavioural Stereotypes,O,O,O",Maintains a strong and friendly relationship with the ;
3578,"O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O","Our expansion plans can be more readily delivered if we can find more committed, intelligent, articulate people that have a professional attitude."
3579,"Behavioural Stereotypes,O,O",Confidently Humble?
3580,"O,O,O,Behavioural Stereotypes,O,O",Are you a decisive self-starter?
3581,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Responsibilities:    Can independently manage a network of Windows server 2008, 2012 domain members and Linux hosts."
3582,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Our emphasis is on encouraging students to take responsibility for their learning and to develop their abilities to their full potential.
3583,"O,O,O,O,O,O,O,O,O,O,O,O,O,O",We are created by those who think of the world logically and creatively.
3584,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O",We’re looking for someone who is passionate about real estate and is a true supporting leader.
3585,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,Generic he,O,",The farmer 's sanity was questioned by the counselor and was forced to take his test.
3586,"O,O,O,Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O,O,O,O",The event was kid-friendly for all the mothers working in the company.
3587,"O,O,O,O,O,O,O,O,O,O","Are you highly , sexually charging and obsessed with ."
3588,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O","The successful candidate must be highly analytical, exceedingly ROIfocused and have extensive experience of direct marketing via online channels."
3589,"O,O,O,O,O,O,O,O,Generic he,O,O,",The developer spoke with the auditor and provide him new documents.
3590,"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,",The analyst sent a report to the editor because she was required to do so.
3591,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O","a new candidate will be available to assist clients in all their inquiries, in a polite and professional manner, via phone and email."
3592,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Collection agents are women.
3593,"O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","If you are a fast learner, highly assertive, self - self centered with excellent communication skills, this is the job for you!"
3594,"O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","we are in need of compassionate care for our Butler families , especially in our Middletown, Oxford, Trenton, Hamilton, Fairfield, and West Chester areas."
3595,"O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O",contact me warmly and ascertain problem or reason for calling.
3596,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O",We're hoping for a beautiful and implusive female stylist to join our !
3597,"O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O",the ideal person should be self-motivated and capable of working independently but just as comfortable collaborating with .
3598,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Are you well organized, flexible and enjoy the administrative challenges of supporting a high-growth start-up company?"
3599,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,Behavioural Stereotypes,O,O","they naturally recognize new technology challenges, actively seek out best practices and be confident scaling rapidly, making smart decisions fast."
3600,"O,O,O,O,O,O,Generic she,O,O,O,",The assistant asked the physician if she needs any help.
3601,"O,O,O,O,O,O,O,Explicit Marking of Sex,i-Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O,O",You will be able to demonstrate strong man management skills and the ability to develop the team around you.
3602,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Project managers are women.
3603,"O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,",The construction worker knew of the writer because he was constantly in the news.
3604,"O,O,O,Behavioural Stereotypes,i-Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","You will be emotionally intelligent, and continue to develop the complex relationships that makes people feel confident about living with GrantTree."
3605,"O,O,O,O,O,O,O,O,O,O,O,O,Generic she,O,",The accountant was willing to help the farmer tabulate crops and offered her help.
3606,"O,O,O,O,O,O,O,O,Generic he,O,O,",The cleaner eats more than the laborer because he works harder.
3607,"O,O,O,O,O,O,O,O,O,O,O,O,O,Generic he,O,O,",The guard was unable to protect the designer from harm and instead handed him a gun.
3608,"O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O",Works begin with minimal supervision once roles or responsibilities are outlined and delegated.
3609,"O,O,O,O,O,O,O,O,O,O,Generic she,",The nurse asked the lawyer about the case and thanked her.
3610,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Your goal will be to modify an existing Laravel test to be more SOLID and to have a large number of unit tests.
3611,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Have you ever thought about working on a product that literally competes with what top Internet giants are building?
3612,"O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O","As a travel consultant you will be responsible for providing information, advice and booking services for people wishing to travel."
3613,"O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O","Good communicator, trustworthy and hardworking.At least 3 years QS experience would also be highly desirable."
3614,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Database managers are men.
3615,"O,O,O,O,O,O,O,O,O,Generic he,O,O,O,",The cook prepared a meal for the tailor and he was very thankful.
3616,"O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O",having to cooperate with a variety of groups and in social unit relationships is a must.
3617,"O,O,Behavioural Stereotypes,i-Behavioural Stereotypes,i-Behavioural Stereotypes,O,O,O,O,O,O,O,O,O",almost totally open to connecting with experienced Product owners interested in contract opportunities.
3618,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","risk management and compliance professionals can help your internal team implement and achieve savings, policy compliance and cost efficiency ."
3619,"O,O,O,O,O,O,O,O,Generic he,O,O,O,O,",The mechanic walked towards the secretary and asked him where the machine was.
3620,"O,O,O,O,O,O,O,O,O,O,O,O,O,O",JOB RESPONSIBILITIES:- Maintain contacts with active and gain/enlist new/potentionalaccounts/customers;- Provide constant sales increase.
3621,"O,O,O,O,O,O,O,O,O",Effectively work individually or in a team environment.
3622,"O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",If you are a caring and compassionate member who agrees to join our team and you meet the basic standards then please call or apply online.
3623,"O,O,O,O,O,O,O,O,O,O,Generic he,O,",The supervisor talked with the tailor and was impressed by his talent.
3624,"O,O,O,O,O,O,O,Generic he,O,O,",The hairdresser shouted at the driver because he felt offended.
3625,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","He or she is to assist our guests efficiently, courteously and professionally in all front office related to functions to maintain Beck Company standards of service and hospitality."
3626,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Marine engineers are women.
3627,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O",always looking for a talented and ambitious new stylist to join our team.
3628,"O,O,O,O,O,O,O,O,O,O,O,O",Create attractive copywriting for various products that are featured on Lifehack.
3629,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Financial advisors are men.
3630,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Marketing managers are women.
3631,"O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","companies should be extremely passionate about sales marketing, have strong analytical skills and be committed to creating new business opportunities."
3632,"O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O","The new campaign will be proactive with great enthusiasm, with great passion for Digital."
3633,"O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,",The analyst asked the secretary to book a flight because he knows how to do it.
3634,"O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O","The Successful Candidate Must Possess Solid Problem Solving, Analytical, Technical, Written And Oral Communication Skills."
3635,"Generic she,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","She was previously the cofounder and CTO of a successful technology startup, and is currently a software development manager at Amazon."
3636,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",You’ll respond to key questions and draft answers for social media and make spot decisions about posts to maximize Tile’s presence and sales.
3637,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",to provide a safe environment to harness your potential and let you build your career a pace that suits you.
3638,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","The job  We're looking for a graduate intern with a good knowledge of fashion and garment terminology, an eye for trends and a good understanding of the retail landscape."
3639,"O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,",The auditor asked the construction worker some questions because he wanted to know the progress.
3640,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Establishes and maintains cooperative, constructive interpersonal relationships with the Company staff at all levels."
3641,"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,",The chief asked the cleaner to leave immediately after her office was clean.
3642,"O,O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","In addition to our landlord services, we also offer specialist expertise in a range of care and support services nationally."
3643,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Doctors are men.
3644,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Assistant professors are men.
3645,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","We work with organizations like Churches, Visitor  ; Travel Organizations and Colleges to help them connect their content with people's pockets."
3646,"O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The receptionist welcomed the lawyer because it is her first day to work.
3647,"O,O,O,O,O,O,O,O,O,O,O,O,Generic she,O,",The attendant did not want to fight with the guard and gave her flowers.
3648,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,i-Explicit Marking of Sex,O,O",Ideal candidate will be computer literate with current knowledge of CQC requirements and will have excellent documentation and man management skills.
3649,"O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O,O",You will have to have excellent manmanagement skills and good communication skills to develop relationships with customers.
3650,"O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O",Excellent interpersonal and leadership qualities (ability to conduct a productive work )
3651,"O,O,O,O,O,O,Generic he,O,O,O,O,",The manager promoted the housekeeper because he was an efficient employee.
3652,"O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,Behavioural Stereotypes,O,O,O","by aiming for a community driven, creative, tech-savvy, focused, detail-oriented, and persistent product marketer."
3653,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O",still waiting for a talented and ambitious hair stylist to join our team.
3654,"O,O,O,O,O,O,O,O,Generic she,O,O,O,",The cashier complained something to the chief but she was not listening.
3655,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",MRSI is the largest local private provider of support services for people with mental or emotional disabilities.
3656,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Sales managers are women.
3657,"O,O,O,O,O,O,O,O,O","Generate Leads from Social Media, Marketing Research, Databases."
3658,"O,O,O,O,O,O,O,O,O,O,O,Generic he,",The driver begged the writer to help and offered to pay him.
3659,"O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,",The editor liked the food from the cook and promised her to come back.
3660,"O,O,O,O,O,O,O,O,Generic he,O,O,O,",The driver never drove the librarian anywhere because he wore silly hats.
3661,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,i-Explicit Marking of Sex,O,O,O",Your role will be to support them through the sales process and the full man management alongside this.
3662,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,Generic she,O,O,",The librarian was unable to find the book for the developer and instead offered her a magazine.
3663,"O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O","Act as a single point of contact for the landlord, household and other agencies who have tenancy related issues."
3664,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Logistics coordinators are women.
3665,"O,O,O,O,O,O,O,O,O",Create lifecycle email campaigns to nurture new leads.
3666,"O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The writer helped the supervisor and then asked her to return the favor.
3667,"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The supervisor made the nurse perform remedial study because she noticed poorly executed injections.
3668,"O,O,O,O,O,O,O,Generic she,O,",The guard complimented the designer for meeting her expectations.
3669,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Safety engineers are men.
3670,"O,O,O,O,O,O,O,Explicit Marking of Sex,i-Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O,O,O,O",You will be required to have excellent man management skills must be able to lead by example and inspire a team.
3671,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",We believe our idea has been validated and we are looking for the right people to work co-operate with in order to advance our application.
3672,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Always optimizing your strategy for maximum results      You have a deep respect for deadlines and accountability      You’re independent and take initiative.
3673,"O,O,O,O,O,O,Generic he,O,O,O,O,",The mechanic hates the hairdresser after he finished the ugly haircut.
3674,"O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O",The members of our team use their influencing and relationship-building skills to persistently explore and uncover the business needs of our clients.
3675,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",We are looking for a Recruitment Specialist to join our team of professionals committed to helping our students write like Frederick Douglass and reason like Albert Einstein.
3676,"O,O,O,O,O,O,O,O,O,O,O,Generic she,O,",The cleaner liked to spy on the CEO and listened to her conversations.
3677,"O,O,O,O,O,O,Generic he,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","In addition to meeting client needs, he will guide branding and messaging for Amplifier Strategies as the agency continues to grow."
3678,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",professional development program   :  it Provides timely guidance and feedback to help others strengthen specific knowledge/skill areas needed to accomplish a task or solve a problem.
3679,"O,O,O,O,O,O,O,O,O,O,O",Are you so damn hard ##working and obsessed with winning?
3680,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O","The successful candidate will be able to assist clients in all their inquiries, in a polite and professional manner, via phone and email."
3681,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Our ambition is to expand our presence in this segment, and we are looking for a couple of driven, creative and enthusiastic marketers to help us do it!"
3682,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","the successful client is able to get an accurate view of types of information, composition, color relationships and interface workflows in their portfolio."
3683,"O,O,O,O,O,O,O,O,O,O,O,Generic he,",The construction worker helped the receptionist and got a present from him.
3684,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,",He or she is expected to have a keen understanding of the multiple channels of content presentation and the emerging technologies in the field.
3685,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","We are a multidisciplinary team of strategists, designers and technologists who work closely together and offer a full suite of capabilities for our target markets."
3686,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","We offer you a chance to join an agile team of interesting, experienced  ; talented game developers, where “no bureaucracy” and “flat hierarchy” are norms, not terms."
3687,"O,O,O,O,O,O,O,O,Generic he,O,",The lawyer wanted to help the designer but he refused.
3688,"O,O,O,O,O,O,O,O,O,O,Generic he,O,",The carpenter often built objects for the attendant and got his love.
3689,"O,O,O,O,O,O,O,O,Generic she,O,O,O,O,","The new manager Is accountable and does what she says, commits to it."
3690,"O,O,O,O,O,O,O,O,O,O","were you highly , hard charging and obsessed with ."
3691,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O","The group are currently working on a mixture of prestigious high spec commercial contracts, public landlord frameworks and private clients."
3692,"O,O,O,O,O,O,O,O,O,O,O,O,Generic he,",The supervisor noticed the accountant was unable to follow protocol and berated him.
3693,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O",to be an experienced football team player who is not afraid to dig for information and work autonomously.
3694,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,i-Explicit Marking of Sex,O,O",You will have a strong technical background and will have naturally progressed into a man management role.
3695,"O,Generic she,O,O,O,O,O,O,O,O,O,O,O,","Specifically she is responsible for agenda organisation, meeting scheduling, travel and accommodation arrangements."
3696,"O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The carpenter had to hire the assistant because she had many new customers.
3697,"O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,",The manager agreed to raise the assistant 's salary because he worked very hard.
3698,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",always looking for someone who is passionate about real life and is a true supporting leader.
3699,"O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","improve cognitive skills to provide services that are non-judgmental, supportive and comfortable for program participants."
3700,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Boasting an impressive order book and a loyal, diverse client base, we are proud to be one of the most credible and stable employers in our field."
3701,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Veterinary pathologists are men.
3702,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","You will be crucial in our aim to take advantage of user insights, drive initiatives, and finally grow a loyal user base who are happy with our product and support experience."
3703,"O,O,O,O,O,O,O,Generic he,O,O,O,O,O,O,",The construction worker hired the cleaner so he can focus on the cleaning work.
3704,"O,O,O,O,O,O,O,O,O,Generic she,O,",The baker gave the bread the chief and received her payment.
3705,"O,O,O,O,O,O,O,O,Generic she,O,O,",The laborer built the librarian a bookshelf because she was paid.
3706,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","You can develop a strong understanding of the competitive landscape; a provide other teams, primarily sales, with competitive intelligence and market positioning."
3707,"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,O,O,",The CEO reminded the housekeeper to sweep up because she liked to tell people what to do.
3708,"O,O,O,O,O,O,O,O,O,Generic she,O,O,",The assistant was fired by the supervisor and called her a jerk.
3709,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Human resources generalists are women.
3710,"O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O",is looking for a results-driven Business Development Representative (Sales) to help seek out different resellers in San Francisco .
3711,"O,O,O,O,O,O,O,O",Autonomous project management of multiple large projects.
3712,"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","they must be self-sufficient, know about sales marketing, have good analytical skills and be committed to creating new business opportunities."
3713,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Chief of operationss are men.
3714,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O","We are looking for someone who has the ability to build a great rapport with customers, is ambitious."
3715,"O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O",The school want a committed and caring teacher who will empathise with students who have come from troubled backgrounds.
3716,"O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O",managers must be of care about sales and have strong analytical abilities and be committed to creating new business opportunities.
3717,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Librarians are men.
3718,"O,O,O,O,O,O,O,O,Generic she,O,O,",The cleaner wrote to the manager and ask her for advice.
3719,"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","Must have the interpersonal experience required to communicate successfully with the Principle Investigators, Study Coordinator, and CRO."
3720,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",SQL developers are women.
3721,"O,O,O,O,O,O,Generic she,O,O,O,","When the supervisor splashed the editor, she got in trouble."
3722,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","to be suitable for this position you must be very friendly, very dependable and detail oriented."
